;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;+/-
1981;PHI vs. ATL;11/12/2022;W;48;121;44;80;55.0;8;24;33.3;25;31;80.6;2;29;31;24;12;10;5;26;12
1982;IND vs. TOR;11/12/2022;W;48;118;41;82;50.0;19;43;44.2;17;23;73.9;11;40;51;33;21;4;6;23;14
1983;NOP vs. HOU;11/12/2022;W;48;119;42;86;48.8;8;29;27.6;27;31;87.1;12;24;36;28;12;13;1;23;13
1984;SAC @ LAL;11/11/2022;W;48;120;45;87;51.7;12;36;33.3;18;21;85.7;10;30;40;27;15;10;4;17;6
1985;TOR @ OKC;11/11/2022;L;48;113;38;88;43.2;11;30;36.7;26;36;72.2;14;25;39;20;16;13;4;16;-19
1986;MIL @ SAS;11/11/2022;L;48;93;32;98;32.7;12;43;27.9;17;23;73.9;21;27;48;22;17;7;5;14;-18
1987;MEM vs. MIN;11/11/2022;W;48;114;44;88;50.0;7;33;21.2;19;27;70.4;15;31;46;25;14;8;3;19;11
1988;OKC vs. TOR;11/11/2022;W;48;132;52;93;55.9;15;36;41.7;13;17;76.5;15;29;44;31;19;10;6;27;19
1989;NYK vs. DET;11/11/2022;W;48;121;42;94;44.7;10;40;25.0;27;29;93.1;16;31;47;23;11;7;3;31;9
1990;BOS vs. DEN;11/11/2022;W;48;131;50;90;55.6;16;37;43.2;15;20;75.0;10;36;46;30;7;3;5;19;19
1991;GSW vs. CLE;11/11/2022;W;48;106;40;82;48.8;15;36;41.7;11;14;78.6;8;36;44;29;15;5;3;27;5
1992;SAS vs. MIL;11/11/2022;W;48;111;43;85;50.6;12;31;38.7;13;15;86.7;9;41;50;22;19;3;13;22;18
1993;LAL vs. SAC;11/11/2022;L;48;114;42;88;47.7;10;25;40.0;20;26;76.9;14;27;41;22;14;11;5;22;-6
1994;DEN @ BOS;11/11/2022;L;48;112;42;92;45.7;12;29;41.4;16;20;80.0;11;27;38;26;6;3;1;16;-19
1995;ORL vs. PHX;11/11/2022;W;48;114;43;82;52.4;15;33;45.5;13;15;86.7;9;41;50;23;15;2;4;11;17
1996;DET @ NYK;11/11/2022;L;48;112;37;80;46.3;7;31;22.6;31;41;75.6;12;31;43;22;15;6;6;23;-9
1997;CLE @ GSW;11/11/2022;L;48;101;37;92;40.2;8;30;26.7;19;26;73.1;14;32;46;25;13;6;3;17;-5
1998;PHX @ ORL;11/11/2022;L;48;97;38;95;40.0;13;42;31.0;8;9;88.9;11;27;38;22;11;7;4;14;-17
1999;MIN @ MEM;11/11/2022;L;48;103;37;79;46.8;10;30;33.3;19;22;86.4;7;26;33;29;15;10;4;25;-11
2000;CHA @ MIA;11/10/2022;L;53;112;43;88;48.9;14;39;35.9;12;20;60.0;8;42;50;23;21;4;2;30;-5
2001;DAL @ WAS;11/10/2022;L;48;105;37;86;43.0;18;47;38.3;13;21;61.9;7;34;41;19;13;9;1;13;-8
2002;ATL vs. PHI;11/10/2022;W;48;104;39;88;44.3;6;26;23.1;20;23;87.0;11;43;54;19;18;8;2;22;9
2003;POR @ NOP;11/10/2022;W;48;106;37;85;43.5;12;34;35.3;20;26;76.9;11;35;46;25;9;8;2;14;11
2004;MIA vs. CHA;11/10/2022;W;53;117;39;90;43.3;10;36;27.8;29;36;80.6;8;30;38;21;11;9;1;25;5
2005;NOP vs. POR;11/10/2022;L;48;95;33;79;41.8;10;28;35.7;19;24;79.2;9;36;45;19;17;3;5;21;-11
2006;WAS vs. DAL;11/10/2022;W;48;113;41;84;48.8;12;30;40.0;19;20;95.0;8;44;52;25;17;5;5;21;8
2007;PHI @ ATL;11/10/2022;L;48;95;32;83;38.6;6;30;20.0;25;30;83.3;9;36;45;15;17;10;5;22;-9
2008;OKC vs. MIL;11/09/2022;L;58;132;50;111;45.0;18;45;40.0;14;19;73.7;16;39;55;24;13;9;9;26;-4
2009;LAC vs. LAL;11/09/2022;W;48;114;41;81;50.6;12;33;36.4;20;26;76.9;6;35;41;24;15;10;7;24;13
2010;SAC vs. CLE;11/09/2022;W;48;127;40;76;52.6;17;39;43.6;30;35;85.7;2;22;24;30;9;12;4;20;7
2011;MIN vs. PHX;11/09/2022;L;48;117;41;78;52.6;9;27;33.3;26;32;81.3;8;30;38;26;19;4;6;22;-12
2012;ORL vs. DAL;11/09/2022;W;48;94;36;73;49.3;8;21;38.1;14;21;66.7;4;45;49;20;19;1;6;20;7
2013;TOR vs. HOU;11/09/2022;W;48;116;42;102;41.2;15;44;34.1;17;20;85.0;22;28;50;19;13;12;9;26;7
2014;NYK @ BKN;11/09/2022;L;48;85;28;87;32.2;12;43;27.9;17;26;65.4;11;35;46;21;15;5;4;18;-27
2015;UTA @ ATL;11/09/2022;W;48;125;44;94;46.8;17;39;43.6;20;24;83.3;13;34;47;27;13;5;6;20;6
2016;BKN vs. NYK;11/09/2022;W;48;112;42;87;48.3;14;34;41.2;14;20;70.0;11;44;55;30;15;11;5;22;27
2017;MEM @ SAS;11/09/2022;W;53;124;50;98;51.0;14;32;43.8;10;13;76.9;18;35;53;24;20;4;2;22;2
2018;PHX @ MIN;11/09/2022;W;48;129;47;97;48.5;16;35;45.7;19;20;95.0;10;26;36;31;11;10;3;21;12
2019;DEN @ IND;11/09/2022;W;48;122;43;88;48.9;12;28;42.9;24;26;92.3;11;36;47;27;22;10;7;15;3
2020;BOS vs. DET;11/09/2022;W;48;128;47;88;53.4;18;46;39.1;16;21;76.2;8;35;43;31;13;5;4;25;16
2021;DET @ BOS;11/09/2022;L;48;112;37;89;41.6;7;33;21.2;31;40;77.5;15;33;48;15;10;7;3;19;-16
2022;NOP @ CHI;11/09/2022;W;48;115;42;84;50.0;3;19;15.8;28;36;77.8;13;37;50;20;16;8;5;18;4
2023;MIL @ OKC;11/09/2022;W;58;136;50;106;47.2;17;36;47.2;19;22;86.4;11;44;55;27;17;8;7;23;4
2024;HOU @ TOR;11/09/2022;L;48;109;37;84;44.0;9;35;25.7;26;31;83.9;16;33;49;29;16;9;7;18;-7
2025;POR @ CHA;11/09/2022;W;48;105;40;75;53.3;11;34;32.4;14;25;56.0;8;37;45;28;18;5;4;19;10
2026;SAS vs. MEM;11/09/2022;L;53;122;47;98;48.0;12;37;32.4;16;23;69.6;13;26;39;30;12;8;2;17;-2
2027;CHA vs. POR;11/09/2022;L;48;95;34;91;37.4;10;40;25.0;17;24;70.8;20;22;42;21;11;10;3;22;-10
2028;ATL vs. UTA;11/09/2022;L;48;119;51;109;46.8;8;28;28.6;9;11;81.8;17;37;54;24;11;5;5;16;-6
2029;LAL @ LAC;11/09/2022;L;48;101;40;88;45.5;10;32;31.3;11;17;64.7;8;35;43;26;16;7;2;20;-13
2030;CLE @ SAC;11/09/2022;L;48;120;46;86;53.5;11;26;42.3;17;20;85.0;12;30;42;24;18;4;1;23;-7
2031;IND vs. DEN;11/09/2022;L;48;119;45;96;46.9;14;42;33.3;15;19;78.9;11;33;44;28;18;9;5;23;-3
2032;CHI vs. NOP;11/09/2022;L;48;111;44;87;50.6;7;27;25.9;16;18;88.9;6;29;35;23;15;5;8;23;-4
2033;DAL @ ORL;11/09/2022;L;48;87;32;85;37.6;11;42;26.2;12;19;63.2;4;25;29;17;6;14;4;19;-7
2034;SAS vs. DEN;11/07/2022;L;48;109;43;82;52.4;12;33;36.4;11;18;61.1;10;28;38;31;24;14;5;17;-6
2035;PHI vs. PHX;11/07/2022;W;48;100;31;80;38.8;12;32;37.5;26;31;83.9;15;33;48;22;16;5;6;17;12
2036;ATL vs. MIL;11/07/2022;W;48;117;46;99;46.5;11;29;37.9;14;17;82.4;12;36;48;23;12;11;3;18;19
2037;GSW vs. SAC;11/07/2022;W;48;116;44;88;50.0;14;38;36.8;14;21;66.7;8;40;48;28;15;5;4;21;3
2038;DEN @ SAS;11/07/2022;W;48;115;47;88;53.4;8;24;33.3;13;20;65.0;8;32;40;33;22;14;7;14;6
2039;HOU @ ORL;11/07/2022;W;48;134;46;87;52.9;24;48;50.0;18;25;72.0;14;26;40;31;22;9;6;23;7
2040;LAC vs. CLE;11/07/2022;W;48;119;40;79;50.6;17;38;44.7;22;28;78.6;4;27;31;19;9;8;2;19;2
2041;CHI vs. TOR;11/07/2022;W;48;111;42;80;52.5;9;28;32.1;18;22;81.8;9;40;49;30;22;7;7;21;14
2042;NYK @ MIN;11/07/2022;W;48;120;39;89;43.8;19;48;39.6;23;25;92.0;9;34;43;26;19;13;2;23;13
2043;MIA vs. POR;11/07/2022;L;48;107;40;84;47.6;14;39;35.9;13;15;86.7;5;27;32;28;12;11;2;18;-3
2044;SAC @ GSW;11/07/2022;L;48;113;37;91;40.7;14;40;35.0;25;29;86.2;9;34;43;24;11;9;0;20;-3
2045;MEM vs. BOS;11/07/2022;L;48;106;41;91;45.1;15;44;34.1;9;14;64.3;8;37;45;27;11;4;4;23;-3
2046;DAL vs. BKN;11/07/2022;W;48;96;32;72;44.4;12;28;42.9;20;24;83.3;12;29;41;18;22;7;3;20;2
2047;POR @ MIA;11/07/2022;W;48;110;38;72;52.8;16;37;43.2;18;21;85.7;4;33;37;27;19;7;2;16;3
2048;BOS @ MEM;11/07/2022;W;48;109;38;82;46.3;12;37;32.4;21;28;75.0;7;38;45;26;15;5;6;19;3
2049;NOP @ IND;11/07/2022;L;48;122;48;97;49.5;14;34;41.2;12;17;70.6;13;30;43;32;10;7;4;20;-7
2050;MIN vs. NYK;11/07/2022;L;48;107;38;81;46.9;11;41;26.8;20;24;83.3;4;35;39;28;18;7;8;18;-13
2051;WAS @ CHA;11/07/2022;W;48;108;42;80;52.5;5;19;26.3;19;30;63.3;10;37;47;21;15;2;6;18;8
2052;BKN @ DAL;11/07/2022;L;48;94;35;80;43.8;10;29;34.5;14;19;73.7;14;20;34;22;14;13;5;26;-2
2053;ORL vs. HOU;11/07/2022;L;48;127;45;82;54.9;12;25;48.0;25;31;80.6;11;26;37;27;20;7;4;25;-7
2054;CLE @ LAC;11/07/2022;L;48;117;43;83;51.8;16;33;48.5;15;21;71.4;10;38;48;29;17;6;2;21;-2
2055;LAL @ UTA;11/07/2022;L;48;116;40;82;48.8;9;24;37.5;27;30;90.0;7;26;33;15;16;7;5;21;-23
2056;UTA vs. LAL;11/07/2022;W;48;139;53;95;55.8;16;38;42.1;17;22;77.3;10;31;41;30;15;10;7;23;23
2057;MIL @ ATL;11/07/2022;L;48;98;36;87;41.4;13;40;32.5;13;16;81.3;6;35;41;21;19;5;9;18;-19
2058;OKC @ DET;11/07/2022;L;48;103;41;102;40.2;10;33;30.3;11;17;64.7;16;30;46;23;10;9;11;26;-9
2059;DET vs. OKC;11/07/2022;W;48;112;39;93;41.9;9;33;27.3;25;33;75.8;16;42;58;20;16;6;9;19;9
2060;IND vs. NOP;11/07/2022;W;48;129;43;86;50.0;22;48;45.8;21;23;91.3;10;35;45;33;17;6;8;19;7
2061;CHA vs. WAS;11/07/2022;L;48;100;42;101;41.6;5;32;15.6;11;16;68.8;17;28;45;27;11;8;7;23;-8
2062;PHX @ PHI;11/07/2022;L;48;88;32;73;43.8;6;19;31.6;18;22;81.8;6;31;37;19;15;8;5;24;-12
2063;TOR @ CHI;11/07/2022;L;48;97;36;85;42.4;9;28;32.1;16;22;72.7;5;26;31;24;15;10;7;20;-14
2064;WAS @ MEM;11/06/2022;L;48;97;41;96;42.7;8;41;19.5;7;10;70.0;15;34;49;25;10;5;5;21;-6
2065;LAL vs. CLE;11/06/2022;L;48;100;40;87;46.0;8;27;29.6;12;21;57.1;10;33;43;24;17;4;4;26;-14
2066;CLE @ LAL;11/06/2022;W;48;114;37;84;44.0;8;32;25.0;32;36;88.9;9;39;48;19;14;7;6;20;14
2067;UTA @ LAC;11/06/2022;W;48;110;35;75;46.7;15;40;37.5;25;26;96.2;7;35;42;18;21;5;4;15;8
2068;TOR vs. CHI;11/06/2022;W;48;113;44;103;42.7;10;37;27.0;15;20;75.0;23;29;52;28;9;11;10;16;9
2069;LAC vs. UTA;11/06/2022;L;48;102;43;87;49.4;8;33;24.2;8;13;61.5;4;28;32;22;14;11;2;26;-8
2070;CHI @ TOR;11/06/2022;L;48;104;40;88;45.5;13;36;36.1;11;13;84.6;15;31;46;27;17;5;10;20;-9
2071;MEM vs. WAS;11/06/2022;W;48;103;39;91;42.9;9;29;31.0;16;20;80.0;12;38;50;20;11;8;2;17;6
2072;DEN vs. SAS;11/05/2022;W;48;126;53;87;60.9;15;29;51.7;5;10;50.0;10;37;47;37;18;10;0;15;25
2073;BOS @ NYK;11/05/2022;W;48;133;47;88;53.4;27;51;52.9;12;12;100;8;26;34;30;13;5;2;17;15
2074;BKN @ CHA;11/05/2022;W;48;98;33;84;39.3;12;36;33.3;20;22;90.9;9;32;41;23;11;8;10;21;4
2075;MIN vs. HOU;11/05/2022;W;48;129;49;80;61.3;15;33;45.5;16;20;80.0;9;27;36;38;24;11;5;27;12
2076;MIL vs. OKC;11/05/2022;W;48;108;38;90;42.2;17;47;36.2;15;17;88.2;18;37;55;23;19;7;6;16;14
2077;ATL vs. NOP;11/05/2022;W;53;124;47;103;45.6;9;36;25.0;21;25;84.0;12;38;50;28;13;12;8;23;3
2078;CHA vs. BKN;11/05/2022;L;48;94;32;86;37.2;14;42;33.3;16;23;69.6;13;37;50;22;15;3;6;21;-4
2079;POR @ PHX;11/05/2022;L;48;82;30;79;38.0;7;15;46.7;15;24;62.5;8;32;40;22;18;5;7;26;-20
2080;OKC @ MIL;11/05/2022;L;48;94;36;84;42.9;12;35;34.3;10;16;62.5;9;29;38;22;16;6;3;18;-14
2081;PHX vs. POR;11/05/2022;W;48;102;35;82;42.7;11;30;36.7;21;28;75.0;11;33;44;22;14;7;14;22;20
2082;NYK vs. BOS;11/05/2022;L;48;118;46;90;51.1;11;27;40.7;15;16;93.8;12;32;44;22;14;6;4;14;-15
2083;SAS @ DEN;11/05/2022;L;48;101;39;80;48.8;12;30;40.0;11;19;57.9;6;22;28;28;15;8;3;13;-25
2084;HOU @ MIN;11/05/2022;L;48;117;40;84;47.6;16;38;42.1;21;31;67.7;12;21;33;27;23;10;0;18;-12
2085;ORL vs. SAC;11/05/2022;L;53;123;50;92;54.3;4;23;17.4;19;20;95.0;7;41;48;27;18;8;4;26;-3
2086;SAC @ ORL;11/05/2022;W;53;126;47;93;50.5;15;40;37.5;17;26;65.4;6;30;36;24;14;5;4;20;3
2087;NOP @ ATL;11/05/2022;L;53;121;47;108;43.5;7;23;30.4;20;28;71.4;19;40;59;23;16;8;6;24;-3
2088;DET vs. CLE;11/04/2022;L;48;88;31;83;37.3;13;37;35.1;13;15;86.7;9;25;34;16;19;10;6;22;-24
2089;BKN @ WAS;11/04/2022;W;48;128;50;90;55.6;14;28;50.0;14;14;100;7;41;48;32;9;8;7;19;42
2090;NOP vs. GSW;11/04/2022;W;48;114;41;81;50.6;12;29;41.4;20;29;69.0;9;28;37;24;16;10;2;21;9
2091;MIL @ MIN;11/04/2022;W;48;115;41;85;48.2;17;38;44.7;16;28;57.1;7;44;51;29;13;7;2;22;13
2092;WAS vs. BKN;11/04/2022;L;48;86;30;83;36.1;8;34;23.5;18;22;81.8;7;32;39;18;13;4;3;15;-42
2093;UTA @ LAL;11/04/2022;W;48;130;52;103;50.5;17;40;42.5;9;10;90.0;15;33;48;31;8;8;3;22;14
2094;GSW @ NOP;11/04/2022;L;48;105;35;71;49.3;12;32;37.5;23;25;92.0;3;26;29;23;23;7;1;25;-9
2095;LAC @ SAS;11/04/2022;W;48;113;42;80;52.5;15;33;45.5;14;19;73.7;3;41;44;26;16;6;5;25;7
2096;SAS vs. LAC;11/04/2022;L;48;106;42;88;47.7;12;31;38.7;10;18;55.6;6;29;35;23;13;7;2;17;-7
2097;NYK @ PHI;11/04/2022;W;48;106;37;80;46.3;9;33;27.3;23;27;85.2;10;40;50;24;22;5;8;21;2
2098;PHX vs. POR;11/04/2022;L;48;106;36;83;43.4;14;34;41.2;20;21;95.2;13;26;39;26;17;8;4;22;-2
2099;PHI vs. NYK;11/04/2022;L;48;104;37;98;37.8;13;47;27.7;17;21;81.0;13;31;44;27;15;12;8;25;-2
2100;MIA @ IND;11/04/2022;L;48;99;31;81;38.3;11;39;28.2;26;26;100;8;34;42;17;19;10;2;22;-2
2101;CHA @ MEM;11/04/2022;L;48;99;33;86;38.4;8;27;29.6;25;31;80.6;12;29;41;22;18;11;7;17;-31
2102;LAL vs. UTA;11/04/2022;L;48;116;40;83;48.2;11;26;42.3;25;28;89.3;9;31;40;22;11;6;6;17;-14
2103;MEM vs. CHA;11/04/2022;W;48;130;50;98;51.0;16;36;44.4;14;18;77.8;18;42;60;34;19;6;10;20;31
2104;POR @ PHX;11/04/2022;W;48;108;43;85;50.6;10;23;43.5;12;15;80.0;11;31;42;30;18;6;3;24;2
2105;TOR @ DAL;11/04/2022;L;48;110;39;88;44.3;11;34;32.4;21;25;84.0;18;26;44;20;19;10;4;22;-1
2106;CHI @ BOS;11/04/2022;L;48;119;43;83;51.8;11;28;39.3;22;25;88.0;4;33;37;21;17;8;5;28;-4
2107;MIN vs. MIL;11/04/2022;L;48;102;39;92;42.4;11;41;26.8;13;17;76.5;10;37;47;22;16;2;4;25;-13
2108;CLE @ DET;11/04/2022;W;48;112;44;81;54.3;11;26;42.3;13;16;81.3;10;37;47;30;19;5;13;15;24
2109;DAL vs. TOR;11/04/2022;W;48;111;39;77;50.6;12;34;35.3;21;25;84.0;6;25;31;23;19;12;3;21;1
2110;IND vs. MIA;11/04/2022;W;48;101;37;80;46.3;12;39;30.8;15;23;65.2;5;37;42;28;19;7;5;19;2
2111;BOS vs. CHI;11/04/2022;W;48;123;41;83;49.4;9;31;29.0;32;39;82.1;7;32;39;24;14;5;7;23;4
2112;DEN @ OKC;11/03/2022;W;48;122;45;84;53.6;18;31;58.1;14;16;87.5;8;39;47;32;20;5;2;15;12
2113;GSW @ ORL;11/03/2022;L;48;129;50;97;51.5;19;43;44.2;10;15;66.7;9;26;35;31;14;5;3;32;-1
2114;ORL vs. GSW;11/03/2022;W;48;130;42;78;53.8;13;30;43.3;33;46;71.7;11;35;46;20;19;9;6;22;1
2115;OKC vs. DEN;11/03/2022;L;48;110;45;93;48.4;6;29;20.7;14;19;73.7;10;30;40;19;10;9;5;19;-12
2116;HOU vs. LAC;11/02/2022;L;48;101;37;88;42.0;11;38;28.9;16;21;76.2;16;34;50;17;19;9;5;22;-8
2117;BOS @ CLE;11/02/2022;L;53;113;38;93;40.9;11;41;26.8;26;27;96.3;8;44;52;26;14;5;9;24;-1
2118;LAC @ HOU;11/02/2022;W;48;109;41;84;48.8;12;33;36.4;15;19;78.9;9;34;43;20;15;10;6;20;8
2119;CLE vs. BOS;11/02/2022;W;53;114;42;100;42.0;11;39;28.2;19;24;79.2;9;42;51;24;11;6;4;23;1
2120;CHA @ CHI;11/02/2022;L;48;88;36;92;39.1;7;32;21.9;9;16;56.3;13;34;47;22;17;12;12;14;-18
2121;SAC @ MIA;11/02/2022;L;48;107;41;86;47.7;13;36;36.1;12;14;85.7;4;35;39;29;12;4;3;18;-3
2122;PHI vs. WAS;11/02/2022;L;48;111;39;84;46.4;19;36;52.8;14;20;70.0;6;26;32;25;8;3;1;25;-10
2123;WAS @ PHI;11/02/2022;W;48;121;45;78;57.7;5;21;23.8;26;32;81.3;7;36;43;27;8;4;9;18;10
2124;UTA @ DAL;11/02/2022;L;48;100;39;84;46.4;10;30;33.3;12;14;85.7;12;28;40;28;17;6;1;17;-3
2125;NOP @ LAL;11/02/2022;L;53;117;47;102;46.1;8;25;32.0;15;21;71.4;11;40;51;35;14;10;5;20;-3
2126;SAS vs. TOR;11/02/2022;L;48;100;37;94;39.4;14;43;32.6;12;14;85.7;13;33;46;29;23;3;6;20;-43
2127;NYK vs. ATL;11/02/2022;L;48;99;37;90;41.1;10;36;27.8;15;20;75.0;12;40;52;23;17;3;9;19;-13
2128;POR vs. MEM;11/02/2022;L;48;106;36;89;40.4;13;33;39.4;21;26;80.8;16;30;46;27;20;5;3;17;-5
2129;MIL vs. DET;11/02/2022;W;48;116;43;92;46.7;10;38;26.3;20;24;83.3;15;37;52;24;16;17;5;16;25
2130;DET @ MIL;11/02/2022;L;48;91;33;79;41.8;11;31;35.5;14;15;93.3;2;33;35;18;21;7;3;22;-25
2131;ATL @ NYK;11/02/2022;W;48;112;44;107;41.1;12;34;35.3;12;16;75.0;17;34;51;28;9;11;4;18;13
2132;TOR @ SAS;11/02/2022;W;48;143;57;106;53.8;14;33;42.4;15;16;93.8;9;41;50;31;11;16;6;17;43
2133;CHI vs. CHA;11/02/2022;W;48;106;38;88;43.2;14;31;45.2;16;18;88.9;11;40;51;28;20;6;9;18;18
2134;LAL vs. NOP;11/02/2022;W;53;120;45;98;45.9;10;36;27.8;20;23;87.0;11;45;56;30;18;6;8;17;3
2135;MEM @ POR;11/02/2022;W;48;111;38;83;45.8;13;28;46.4;22;27;81.5;10;36;46;28;15;7;5;19;5
2136;DAL vs. UTA;11/02/2022;W;48;103;42;84;50.0;11;38;28.9;8;15;53.3;7;30;37;20;12;9;4;14;3
2137;MIA vs. SAC;11/02/2022;W;48;110;44;89;49.4;11;34;32.4;11;13;84.6;9;37;46;27;11;5;5;20;3
2138;OKC vs. ORL;11/01/2022;W;48;116;45;95;47.4;10;34;29.4;16;20;80.0;8;28;36;28;17;13;9;17;8
2139;CHI @ BKN;11/01/2022;W;48;108;39;89;43.8;12;30;40.0;18;21;85.7;11;33;44;20;10;8;4;13;9
2140;PHX vs. MIN;11/01/2022;W;48;116;41;89;46.1;17;43;39.5;17;22;77.3;7;27;34;31;11;9;8;20;9
2141;GSW @ MIA;11/01/2022;L;48;109;39;84;46.4;18;49;36.7;13;17;76.5;10;31;41;31;20;8;5;22;-7
2142;BKN vs. CHI;11/01/2022;L;48;99;36;74;48.6;12;32;37.5;15;19;78.9;4;34;38;27;18;4;7;20;-9
2143;MIN @ PHX;11/01/2022;L;48;107;37;87;42.5;13;34;38.2;20;24;83.3;10;32;42;24;18;5;4;24;-9
2144;MIA vs. GSW;11/01/2022;W;48;116;40;88;45.5;16;42;38.1;20;20;100;9;30;39;32;15;7;3;16;7
2145;ORL @ OKC;11/01/2022;L;48;108;39;87;44.8;10;29;34.5;20;20;100;12;37;49;20;25;7;10;14;-8
2146;PHI @ WAS;10/31/2022;W;48;118;46;83;55.4;12;30;40.0;14;20;70.0;4;33;37;26;14;14;3;20;7
2147;MIL vs. DET;10/31/2022;W;48;110;38;87;43.7;11;40;27.5;23;29;79.3;14;36;50;20;16;5;5;21;2
2148;CHA vs. SAC;10/31/2022;L;48;108;43;84;51.2;14;29;48.3;8;14;57.1;6;32;38;31;21;11;6;26;-7
2149;SAC @ CHA;10/31/2022;W;48;115;37;85;43.5;17;44;38.6;24;28;85.7;10;32;42;26;19;8;4;19;7
2150;DET @ MIL;10/31/2022;L;48;108;41;92;44.6;8;29;27.6;18;21;85.7;13;30;43;19;12;9;3;24;-2
2151;BKN vs. IND;10/31/2022;W;48;116;43;80;53.8;11;30;36.7;19;20;95.0;6;33;39;26;20;11;9;18;7
2152;ATL @ TOR;10/31/2022;L;48;109;39;84;46.4;11;29;37.9;20;25;80.0;7;30;37;28;18;1;4;27;-30
2153;LAC vs. HOU;10/31/2022;W;48;95;37;87;42.5;9;36;25.0;12;17;70.6;8;38;46;23;14;7;10;18;2
2154;UTA vs. MEM;10/31/2022;W;48;121;42;89;47.2;19;47;40.4;18;22;81.8;11;37;48;26;16;10;6;30;16
2155;HOU @ LAC;10/31/2022;L;48;93;34;88;38.6;8;28;28.6;17;23;73.9;7;37;44;17;15;9;8;16;-2
2156;IND @ BKN;10/31/2022;L;48;109;41;87;47.1;11;39;28.2;16;23;69.6;10;28;38;23;24;11;5;24;-7
2157;MEM @ UTA;10/31/2022;L;48;105;38;92;41.3;6;26;23.1;23;42;54.8;18;34;52;14;16;8;4;17;-16
2158;TOR vs. ATL;10/31/2022;W;48;139;46;92;50.0;14;34;41.2;33;40;82.5;12;32;44;25;7;13;9;22;30
2159;WAS vs. PHI;10/31/2022;L;48;111;38;81;46.9;10;25;40.0;25;26;96.2;9;32;41;22;16;8;4;18;-7
2160;DEN @ LAL;10/30/2022;L;48;110;41;96;42.7;15;40;37.5;13;18;72.2;13;35;48;24;9;3;8;15;-11
2161;ORL @ DAL;10/30/2022;L;48;105;37;81;45.7;11;29;37.9;20;27;74.1;11;36;47;20;12;2;5;23;-9
2162;GSW @ DET;10/30/2022;L;48;114;39;92;42.4;12;39;30.8;24;25;96.0;13;29;42;23;15;8;4;24;-14
2163;WAS @ BOS;10/30/2022;L;48;94;38;98;38.8;7;32;21.9;11;16;68.8;15;36;51;22;10;5;6;20;-18
2164;NOP @ LAC;10/30/2022;W;48;112;46;93;49.5;15;36;41.7;5;8;62.5;12;38;50;32;13;9;1;15;21
2165;SAS vs. MIN;10/30/2022;W;48;107;36;86;41.9;16;40;40.0;19;25;76.0;14;38;52;27;20;6;7;21;9
2166;CLE vs. NYK;10/30/2022;W;48;121;41;89;46.1;23;50;46.0;16;19;84.2;10;33;43;33;14;3;5;22;13
2167;BOS vs. WAS;10/30/2022;W;48;112;36;79;45.6;21;47;44.7;19;20;95.0;4;43;47;29;14;4;5;15;18
2168;MIN @ SAS;10/30/2022;L;48;98;40;99;40.4;4;29;13.8;14;20;70.0;16;29;45;21;11;11;7;23;-9
2169;DAL vs. ORL;10/30/2022;W;48;114;41;83;49.4;11;35;31.4;21;28;75.0;5;32;37;15;4;10;1;22;9
2170;DET vs. GSW;10/30/2022;W;48;128;40;83;48.2;14;33;42.4;34;38;89.5;12;35;47;24;16;4;3;25;14
2171;NYK @ CLE;10/30/2022;L;48;108;45;92;48.9;10;27;37.0;8;16;50.0;12;33;45;26;14;9;2;25;-13
2172;LAC vs. NOP;10/30/2022;L;48;91;36;86;41.9;11;39;28.2;8;13;61.5;8;31;39;24;15;3;6;15;-21
2173;HOU @ PHX;10/30/2022;L;48;109;38;87;43.7;11;34;32.4;22;26;84.6;17;32;49;18;15;7;1;25;-15
2174;PHX vs. HOU;10/30/2022;W;48;124;45;84;53.6;12;40;30.0;22;30;73.3;10;26;36;29;12;9;8;22;15
2175;LAL vs. DEN;10/30/2022;W;48;121;46;96;47.9;13;30;43.3;16;20;80.0;13;38;51;24;9;5;5;17;11
2176;IND @ BKN;10/29/2022;W;48;125;40;94;42.6;23;46;50.0;22;26;84.6;17;36;53;31;12;7;1;25;9
2177;BKN vs. IND;10/29/2022;L;48;116;41;82;50.0;14;39;35.9;20;26;76.9;6;28;34;29;9;6;9;20;-9
2178;PHI @ CHI;10/29/2022;W;48;114;39;79;49.4;14;29;48.3;22;27;81.5;8;33;41;28;19;8;6;22;5
2179;GSW @ CHA;10/29/2022;L;53;113;44;100;44.0;13;44;29.5;12;16;75.0;10;39;49;31;10;8;6;31;-7
2180;CHI vs. PHI;10/29/2022;L;48;109;36;80;45.0;11;31;35.5;26;29;89.7;9;31;40;22;18;7;3;20;-5
2181;OKC @ DAL;10/29/2022;W;53;117;44;89;49.4;5;25;20.0;24;31;77.4;9;38;47;25;15;9;6;29;6
2182;ATL @ MIL;10/29/2022;L;48;115;45;94;47.9;13;29;44.8;12;15;80.0;12;30;42;19;13;5;2;23;-8
2183;MIA @ SAC;10/29/2022;L;48;113;38;89;42.7;11;28;39.3;26;31;83.9;9;25;34;18;9;7;3;25;-6
2184;MEM @ UTA;10/29/2022;L;48;123;50;88;56.8;12;27;44.4;11;15;73.3;10;30;40;24;20;11;5;26;-1
2185;DAL vs. OKC;10/29/2022;L;53;111;38;95;40.0;8;40;20.0;27;34;79.4;12;37;49;17;16;8;5;30;-6
